PathogenName,DrugClass,Bactericidal/Static,Antibiotic,ResistanceScore,Citation,Numberresistant,Percentresistant,TotalSampleSize,ResistanceCalcFromPercent,minResistant,maxResistant,Resistant,NotResistant,Method(CLSIEUCASTPK/PDKitOtherobjectivemetric),NOTES,Pathogentype,Reservoir,TransmissionMode,TransmissionType,PrimarySource,Humantransmission,Aerobicity,Commensal,NaturallyCompetent,ResearchEffortPath,Zoonosis,DomesticAnimalReservoir,Nosocomial,EnvrionmentalReservoir,Order,AntibioticDate,ResearchEffortAntibiotic,DrugUseTotal,Conjugation
Bacteroidesspp,Penicillins,Bactericidal,Augmentin(amoxicillin/clavulanate),2,Coboetal2020,,32.2,62,20,20,20,20,42,EUCAST,fromAmoxicillinsearch,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1980,4393,10196195659,1
Bacteroidesspp,Penicillins,Bactericidal,Augmentin(amoxicillin/clavulanate),2,Marakietal2020,,"15.4,8.7,22.2,0,30",207,27,27,27,27,180,"CLSI100%of65Bfragilisand8,7%of92otherbacteroides",fromAmoxicillinsearch,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1980,4393,10196195659,1
Bacteroidesspp,Penicillins,Bactericidal,Augmentin(amoxicillin/clavulanate),2,Coboetal2019,,19,82,16,16,16,16,66,CLSI,"FromAmoxicillinsearchandAmoxicillin/clavulanateILL:Kierzkowska,Marta(05/2020)",Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1980,4393,10196195659,1
Bacteroidesspp,Penicillins,Bactericidal,Unasyn(ampicillin/sulbactam),2,Shimuraetal2019,6,,79,,6,6,6,73,CLSI,"FromAmpicillinsearch,didnotshowupinamp/sulsearch",Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1983,1756,10196195659,1
Bacteroidesspp,Penicillins,Bactericidal,Unasyn(ampicillin/sulbactam),2,Fujitaetal2019,3,,20,,3,3,3,17,CLSI,"DeterminedusingbreakpointfromShimuraetalfor'R'whichis>=32/16,used32",Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1983,1756,10196195659,1
Bacteroidesspp,Penicillins,Bactericidal,Zosyn(pipercillin/tazobactam),2,Coboetal2020,,14.5,62,9,9,9,9,53,EUCAST,Fromsupplemental,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1986,4592,10196195659,1
Bacteroidesspp,Penicillins,Bactericidal,Zosyn(pipercillin/tazobactam),2,Marakietal2020,,"24,5.4,18.5,7.7,20",207,28,28,28,28,179,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1986,4592,10196195659,1
Bacteroidesspp,Penicillins,Bactericidal,Zosyn(pipercillin/tazobactam),2,Shimuraetal2019,3,,79,,3,3,3,76,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1986,4592,10196195659,1
Bacteroidesspp,Carbapenems,Bactericidal,Doripenem,1,Shimuraetal2019,7,,79,,7,7,7,72,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1996,704,96215597.78,1
Bacteroidesspp,Carbapenems,Bactericidal,Imipenem,1,Coboetal2020,,3.2,62,2,2,2,2,60,CLSI,"ILL:Kierzkowska,Marta(05/2020).""TrendsandImpactinAntimicrobialResistanceAmongBacteroidesandParabacteroidesSpeciesin2007–2012Comparedto2013–2017"".MicrobialDrugResistance(1076-6294)",Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1980,11457,96215597.78,1
Bacteroidesspp,Carbapenems,Bactericidal,Imipenem,1,Wangetal2020,,13.9,115,16,16,16,16,99,CLSI,*Thispaperhasotherdrugstoobutdidn’tshowupinothersearches,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1980,11457,96215597.78,1
Bacteroidesspp,Carbapenems,Bactericidal,Imipenem,1,Marakietal2020,,"0,2.2,0,0,0",207,2,2,2,2,205,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1980,11457,96215597.78,1
Bacteroidesspp,Carbapenems,Bactericidal,Meropenem,1,Wangetal2020,,13.9,115,16,16,16,16,99,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1989,7567,96215597.78,1
Bacteroidesspp,Carbapenems,Bactericidal,Meropenem,1,Marakietal2020,,"0,2.2,0,0,0",207,2,2,2,2,205,,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1989,7567,96215597.78,1
Bacteroidesspp,Carbapenems,Bactericidal,Meropenem,1,Coboetal2019,,2,82,2,2,2,2,80,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1989,7567,96215597.78,1
Bacteroidesspp,Carbapenems,Bactericidal,Ertapenem,1,Wangetal2019,,19.6,138,27,27,27,27,111,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,2000,1705,96215597.78,1
Bacteroidesspp,Cephalosporins(2ndgen),Bactericidal,Cefmetazole,1,Shimuraetal2019,44,,79,,44,44,44,35,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1979,701,10482984994,1
Bacteroidesspp,Cephalosporins(2ndgen),Bactericidal,Cefmetazole,1,Fujitaetal2019,2,,20,,2,2,2,18,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1979,701,10482984994,1
Bacteroidesspp,Cephalosporins(2ndgen),Bactericidal,Cefoxitin,1,Wangetal2020,,"3.8,25.7",115,12,12,12,12,103,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1973,4792,10482984994,1
Bacteroidesspp,Cephalosporins(2ndgen),Bactericidal,Cefoxitin,1,Marakietal2020,,"50.8,12,70.4,69.2,10",207,73,73,73,73,134,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1973,4792,10482984994,1
Bacteroidesspp,Cephalosporins(3rdgen),Bactericidal,Ceftriaxone,2,Fujitaetal2019,11,,20,,11,11,11,9,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1980,13146,10482984994,1
Bacteroidesspp,Macrolides,Bacteriostatic,Clindamycin,2,Coboetal2020,,45.1,62,28,28,28,28,34,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1968,12512,4257695937,1
Bacteroidesspp,Macrolides,Bacteriostatic,Clindamycin,2,Wangetal2020,,80,115,92,92,92,92,23,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1968,12512,4257695937,1
Bacteroidesspp,Macrolides,Bacteriostatic,Clindamycin,2,Marakietal2020,,"66.2,38,63,61.5,70",207,110,110,110,110,97,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1968,12512,4257695937,1
Bacteroidesspp,Nitroimidazoles,Bactericidal,Metronidazole,1,Coboetal2020,,3.2,62,2,2,2,2,60,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1960,20307,54155409.89,1
Bacteroidesspp,Nitroimidazoles,Bactericidal,Metronidazole,1,Wangetal2020,,"7.5,0",115,6,6,6,6,109,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1960,20307,54155409.89,1
Bacteroidesspp,Nitroimidazoles,Bactericidal,Metronidazole,1,Marakietal2020,,"1.5,2.2,0,0,0",207,12,12,12,12,195,CLSI,"ILL:Kierzkowska,Marta(05/2020).""TrendsandImpactinAntimicrobialResistanceAmongBacteroidesandParabacteroidesSpeciesin2007–2012Comparedto2013–2017"".MicrobialDrugResistance(1076-6294)",Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,17548,0,0,1,0,Bacteroidales,1960,20307,54155409.89,1
Bordetellapertussis,Macrolides,Bacteriostatic,Erythromycin,2,Lietal2019,,87.5,335,293,293,293,293,42,"KirbyBauerdiskdiffusion,nobreakpoints",*NoCLSIandEUCAStbreakpointsavailable.Reportingwhatevermetricstudyused.Thisistheproportionthatarenotsuscpetible(Non-suscpetible)and<48mminhibitionzone,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,7327,0,0,1,0,Burkholderiales,1952,37403,4257695937,1
Bordetellapertussis,Macrolides,Bacteriostatic,Erythromycin,2,Zhangetal2020,51,,105,,51,51,51,54,MIC,*NoCLSIandEUCAStbreakpointsavailable.Reportingwhatevermetricstudyused.ThisistheproportionthathadMIC>256ug/ml,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,7327,0,0,1,0,Burkholderiales,1952,37403,4257695937,1
Bordetellapertussis,Macrolides,Bacteriostatic,Erythromycin,2,Fuetal2019,81,,141,,81,81,81,60,MIC,*NoCLSIandEUCAStbreakpointsavailable.Reportingwhatevermetricstudyused.ThisistheproportionthathadMIC>256ug/ml-theysuggestusing256asthecutoffbasedonCLSIforfastidiousbacteriaoftheHACEKgorup,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,7327,0,0,1,0,Burkholderiales,1952,37403,4257695937,1
Bordetellapertussis,Macrolides,Bacteriostatic,Clarithromycin,2,Zhangetal2020,51,,105,,51,51,51,54,MIC,*NoCLSIandEUCAStbreakpointsavailable.Reportingwhatevermetricstudyused.ThisistheproportionthathadMIC>256ug/ml,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,7327,0,0,1,0,Burkholderiales,1986,10887,4257695937,1
Bordetellapertussis,Macrolides,Bacteriostatic,Clarithromycin,2,Jakubuetal2017,0,,135,,0,0,0,135,Agardiffusion,"AsthehighestMICoftheantibioticsforthestudystrainswaslowerthantherespectivebreakpointsforStreptococcuspneumoniae,Haemophilusinfluenzae,Helicobacterpylori,andotherfastidiousbacteria(21),itcanbeassumedthatnoneofthestudystrainswasresistanttoerythromycinorotherantibioticstested.",Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,7327,0,0,1,0,Burkholderiales,1986,10887,4257695937,1
Bordetellapertussis,Macrolides,Bacteriostatic,Azithromycin,2,Zhangetal2020,51,,105,,51,51,51,54,MIC,*NoCLSIandEUCAStbreakpointsavailable.Reportingwhatevermetricstudyused.ThisistheproportionthathadMIC>256ug/ml,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,7327,0,0,1,0,Burkholderiales,1987,10099,4257695937,1
Bordetellapertussis,Macrolides,Bacteriostatic,Azithromycin,2,Fuetal2019,81,,141,,81,81,81,60,MIC,*NoCLSIandEUCAStbreakpointsavailable.Reportingwhatevermetricstudyused.ThisistheproportionthathadMIC>256ug/ml-theysuggestusing256asthecutoffbasedonCLSIforfastidiousbacteriaoftheHACEKgorup,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,7327,0,0,1,0,Burkholderiales,1987,10099,4257695937,1
Bordetellapertussis,Macrolides,Bacteriostatic,Azithromycin,2,Huaetal2019,95,,126,,95,95,95,31,MIC,>256ug/ml,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,7327,0,0,1,0,Burkholderiales,1987,10099,4257695937,1
Bordetellapertussis,Macrolides,Bacteriostatic,Clindamycin,2,Zhangetal2020,51,,105,,51,51,51,54,MIC,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,7327,0,0,1,0,Burkholderiales,1968,12512,4257695937,1
Bordetellapertussis,Macrolides,Bacteriostatic,Clindamycin,2,Huaetal2019,95,,126,,95,95,95,31,MIC,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,7327,0,0,1,0,Burkholderiales,1968,12512,4257695937,1
Brucellaspp,Aminoglycosides,Bactericidal,Gentamicin,0,Liuetal2018,0,,85,,0,0,0,85,MIC,UsingCLSIcutoffdforotherslowgrowingbacteria(Haemophilusspp),Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1963,25300,376086872.2,1
Brucellaspp,Aminoglycosides,Bactericidal,Gentamicin,0,Asadietal2016,0,,57,,0,0,0,57,MIC,UsingCLSIcutoffdforotherslowgrowingbacteria(Haemophilusspp),Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1963,25300,376086872.2,1
Brucellaspp,Fluoroquinolones,Bactericidal,Ciprofloxacin,0,Liuetal2018,0,,85,,0,0,0,85,MIC,CLSIcutoffforHaemophilusspp,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1983,29554,4067519004,1
Brucellaspp,Fluoroquinolones,Bactericidal,Ciprofloxacin,0,Asadietal2016,0,,57,,0,0,0,57,MIC,UsingCLSIcutoffdforotherslowgrowingbacteria(Haemophilusspp),Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1983,29554,4067519004,1
Brucellaspp,Fluoroquinolones,Bactericidal,Levofloxacin,0,Liuetal2018,0,,85,,0,0,0,85,MIC,UsingCLSIforHaemophilus,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1991,8293,4067519004,1
Brucellaspp,Fluoroquinolones,Bactericidal,Moxifloxacin,0,Asadietal2016,0,,57,,0,0,0,57,MIC,"""",Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1996,5182,4067519004,1
Brucellaspp,Rifamycins,Bactericidal,Rifampin,1,Alamianetal2019,1,,60,,1,1,1,59,MIC,UsingCLSIforHaemophilus,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1963,22246,54155409.89,1
Brucellaspp,Rifamycins,Bactericidal,Rifampin,1,Liuetal2018,1,,85,,1,1,1,84,MIC,UsingCLSIforHaemophilus,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1963,22246,54155409.89,1
Brucellaspp,Rifamycins,Bactericidal,Rifampin,1,Asadietal2016,0,,57,,0,0,0,57,MIC,UsingCLSIforHaemophilus,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1963,22246,54155409.89,1
Brucellaspp,Tetracyclines,Bacteriostatic,Doxycyline,0,Liuetal2018,0,,85,,0,0,0,85,MIC,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1948,17523,2490795078,1
Brucellaspp,Tetracyclines,Bacteriostatic,Doxycyline,0,Asadietal2016,0,,57,,0,0,0,57,MIC,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1948,17523,2490795078,1
Brucellaspp,Tetracyclines,Bacteriostatic,Minocycline,0,Liuetal2018,0,,85,,0,0,0,85,MIC,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1948,9153,2490795078,1
Brucellaspp,Tetracyclines,Bacteriostatic,Tetracycline,0,Liuetal2018,0,,85,,0,0,0,85,MIC,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1948,70344,2490795078,1
Brucellaspp,Trimethoprim-sulfamethoxazole,Bactericidal,Trimethoprim-sulfamethoxazole,1,Liuetal2018,6,,85,,6,6,6,79,MIC,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1971,7940,1532133378,1
Brucellaspp,Trimethoprim-sulfamethoxazole,Bactericidal,Trimethoprim-sulfamethoxazole,1,Asadietal2016,0,,57,,0,0,0,57,MIC,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,0,Aerobe,0,0,13143,1,1,0,0,Rhozobiales,1971,7940,1532133378,1
Campylobacterjejuni,Fluoroquinolones,Bactericidal,Ciprofloxacin,2,Lurchachaiwongetal2020,11,,11,,11,11,11,0,CLSI/NARM,"""DuetothelimitationofCLSIguidelinesforCampylobacter,theNationalAntimicrobialResistanceMonitoringSystem(NARM)
2013criteriaforAZM,CIP,erythromycin(ERY)andNAwerefollowedfortheseisolates""",Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,0,1,8634,1,1,0,0,Campylobacterales,1983,29554,4067519004,1
Campylobacterjejuni,Fluoroquinolones,Bactericidal,Ciprofloxacin,2,ElhadidyIetal2020,111,,199,,111,111,111,88,CLSI,*Painsetetal2020hasalotofsamplesbutdoesnotseparatehumanfromothersamplesinresults,Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,0,1,8634,1,1,0,0,Campylobacterales,1983,29554,4067519004,1
Campylobacterjejuni,Fluoroquinolones,Bactericidal,Ciprofloxacin,2,Ilktacetal2020,114,,148,,114,114,114,34,EUCAST,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,0,1,8634,1,1,0,0,Campylobacterales,1983,29554,4067519004,1
Campylobacterjejuni,Fluoroquinolones,Bactericidal,Norfloxacin,2,Sierra-Arguelloetal2018,1,,11,,1,1,1,10,CLSI,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,0,1,8634,1,1,0,0,Campylobacterales,1980,5227,4067519004,1
Campylobacterjejuni,Macrolides,Bacteriostatic,Erythromycin,1,ElhadidyIetal2020,4,,199,,4,4,4,195,CLSI,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,0,1,8634,1,1,0,0,Campylobacterales,1952,37403,4257695937,1
Campylobacterjejuni,Macrolides,Bacteriostatic,Erythromycin,1,Ottoetal2020,,0.3,1200,4,4,4,4,1196,CLSI,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,0,1,8634,1,1,0,0,Campylobacterales,1952,37403,4257695937,1
Campylobacterjejuni,Macrolides,Bacteriostatic,Erythromycin,1,Trajkovska-Dokicetal2019,0,,97,,0,0,0,97,EUCAST,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,0,1,8634,1,1,0,0,Campylobacterales,1952,37403,4257695937,1
Campylobacterjejuni,Macrolides,Bacteriostatic,Azithromycin,1,Lurchachaiwongetal2020,1,,11,,1,1,1,10,CLSI/NARM,"""DuetothelimitationofCLSIguidelinesforCampylobacter,theNationalAntimicrobialResistanceMonitoringSystem(NARM)
2013criteriaforAZM,CIP,erythromycin(ERY)andNAwerefollowedfortheseisolates""",Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,0,1,8634,1,1,0,0,Campylobacterales,1987,10099,4257695937,1
Campylobacterjejuni,Macrolides,Bacteriostatic,Azithromycin,1,Lurchachaiwongetal2019,1,,105,,1,1,1,104,CLSI/NARM,TeASTresultswereinterpretedfollowingCLSIguidelinesandNationalAntimicrobialResistanceMonitoringSystem(NARMS),Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,0,1,8634,1,1,0,0,Campylobacterales,1987,10099,4257695937,1
Campylobacterjejuni,Macrolides,Bacteriostatic,Azithromycin,1,Schiaffinoetal2019,29,,596,,29,29,29,567,CLSI,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,0,1,8634,1,1,0,0,Campylobacterales,1987,10099,4257695937,1
Chlamydiapneumoniae,Macrolides,Bacteriostatic,Erythromycin,0,Wangetal2016,44,,70,,44,44,44,26,"MICBrothmicrodilution,R>=0.8ug/ml",ThepaperdoesnotspecifywheretheyderivetheMICcriteriafrom.IcheckedtheEUCASTtableandtherewerenobreakpointsforthispathogen,Other,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,0,0,3912,0,0,0,0,Chlamydiales,1952,37403,4257695937,0
Chlamydiatrachomatis,Macrolides,Bacteriostatic,Erythromycin,0,Takahashietal2016,0,,58,,0,0,0,58,,"""Insummary,thissurveillanceprojectdidnotidentifyanyresistantstrainagainstfluoroquinolone,tetracycline,ormacrolideagentsinJapan.""HeretheycomparedMICstoareferencestrainandifitwascomparabletheycalleditfavorable",Other,Humans,Directcontact,0,Sexualtransmission,1,Aerobe,0,0,15874,0,0,0,0,Chlamydiales,1952,37403,4257695937,0
